04/16/2002,-6.0516165034394742
05/10/2002,0.92423499147284582
08/16/2002,59.715400776599097
09/16/2002,43.028356862580971
10/16/2002,32.510682984427227
11/16/2002,10.761056738124559
12/16/2002,10.399660797744753
01/16/2003,-2.7684541593837726
02/15/2003,-11.957614198684123
03/16/2003,-17.167716147203915
04/16/2003,-11.345706601140664
05/11/2003,-12.815388359618062
07/16/2003,38.497471669868851
08/16/2003,44.438258267754371
09/16/2003,46.99305643195656
10/16/2003,32.305123808353315
11/16/2003,11.944365276816942
12/16/2003,4.0893783636338075
01/07/2004,-8.8450749052941617
02/17/2004,-17.321896819259006
03/16/2004,-23.214230184337534
04/16/2004,-10.616993843016019
05/16/2004,1.149025473714304
06/16/2004,6.8018681205940119
07/16/2004,53.919597065209182
08/16/2004,47.323554730220742
09/16/2004,47.572874618439386
10/16/2004,38.375664450315718
11/16/2004,10.055251292242717
12/16/2004,-9.7426863978449258
01/16/2005,-10.670113722201068
02/15/2005,-15.833007070757251
03/16/2005,-10.834692926143724
04/16/2005,-9.8944654765252995
05/16/2005,1.9558393578056357
06/16/2005,9.2081163605844445
07/16/2005,33.877528975598793
08/16/2005,46.704865330459668
09/16/2005,35.62678537977434
10/16/2005,32.285021822321568
11/16/2005,14.470565589865226
12/16/2005,0.54460857522960582
01/16/2006,-10.328920371017066
02/15/2006,-17.676390886039833
03/16/2006,-27.394254217673364
04/16/2006,-26.205498845830419
05/16/2006,-17.166238687915673
06/16/2006,7.8339755668899471
07/16/2006,27.416997705656168
08/16/2006,25.414249015096921
09/16/2006,29.4050245783185
10/16/2006,21.953917001394874
11/16/2006,1.9903184049025018
12/16/2006,-6.8454767987205773
01/16/2007,-17.600177243641081
02/15/2007,-27.247575461246758
03/16/2007,-18.947103225449226
04/16/2007,-23.722642879865418
05/16/2007,-14.520031846320697
06/16/2007,10.221681542370861
07/16/2007,15.269612940134529
08/16/2007,49.535757255438362
09/16/2007,48.848913754404016
10/16/2007,23.523052611879429
11/16/2007,18.352993518185809
12/16/2007,-3.2723140559071888
01/16/2008,-19.314643900382144
02/15/2008,-22.648991067888826
03/16/2008,-23.124729665544894
04/16/2008,-9.3173420070488131
05/16/2008,-11.835333105004313
06/16/2008,5.8333439803970135
07/16/2008,40.555259232000061
08/16/2008,41.096182531471086
09/16/2008,44.282897178964923
10/16/2008,24.12838728655403
11/16/2008,-5.6196586729653566
12/16/2008,-12.136901558340558
01/16/2009,-12.034564066143083
02/15/2009,-20.414069947362922
03/16/2009,-26.793348437626236
04/16/2009,-31.898972566672658
05/16/2009,-22.921522913433421
06/16/2009,-9.0977780660320757
07/16/2009,14.237443056323318
08/16/2009,32.644582910732936
09/16/2009,25.768410633472236
10/16/2009,16.579167246011345
11/16/2009,-2.8811676400644575
12/16/2009,-13.470103808842268
01/16/2010,-14.425764803553122
02/15/2010,-20.977975028917175
03/16/2010,-33.124484251525836
04/16/2010,-27.547586795070053
05/16/2010,-11.965309810270266
06/16/2010,4.5076091516842123
07/16/2010,20.799916374926056
08/16/2010,26.887039820888489
09/16/2010,30.66064722935749
10/16/2010,18.897105407412031
11/16/2010,-5.6474827447469087
12/16/2010,-15.057642028010974
02/18/2011,-21.616208482525028
03/16/2011,-36.958413020072015
04/16/2011,-34.624532604274776
05/16/2011,-34.950645359482898
07/19/2011,22.358820571943212
08/16/2011,35.934740969027843
09/16/2011,25.10692169322974
10/16/2011,18.31418825989093
11/01/2011,7.5536727607699046
01/02/2012,-19.801759397164826
01/16/2012,-20.88428145665484
02/15/2012,-34.210269065240503
03/16/2012,-40.723104160462519
04/10/2012,-32.84908762402948
06/16/2012,0.88909884255372229
07/16/2012,16.198494529812855
08/16/2012,24.758787495908276
09/13/2012,27.808941625572135
11/20/2012,-10.913115206189881
12/16/2012,-21.797186243560439
01/16/2013,-26.637570663111017
02/14/2013,-31.704177069170353
04/21/2013,-35.350460645345457
05/16/2013,-23.623297910754932
06/16/2013,-8.0588631924491061
07/16/2013,18.519886652416879
10/16/2013,6.0562045896361951
11/16/2013,-10.488377825104138
12/16/2013,-27.129359572603239
01/09/2014,-32.841044848598116
03/17/2014,-43.33994968920625
04/16/2014,-49.271317722788758
05/16/2014,-36.8254035115337
06/13/2014,-21.830920656189534
08/16/2014,26.040969304041631
09/16/2014,24.078406044987734
10/16/2014,13.561932734525877
11/17/2014,-14.024597297684695
01/22/2015,-21.661620013066084
02/15/2015,-38.608007821880399
03/16/2015,-31.356487846168651
04/16/2015,-33.862677259386508
04/27/2015,-28.870642769935614
07/15/2015,17.447206169687462
08/16/2015,26.238553364519429
09/14/2015,46.614873547289086
12/23/2015,-30.866193139236692
01/16/2016,-8.4593243343488691
02/14/2016,-23.811612081773994
03/16/2016,-43.17502613082582
05/20/2016,-26.949885661492992
06/16/2016,-8.5100510466802852
07/15/2016,15.608979857852475
08/21/2016,13.633746988673986
